setting,spatial_unit_id,department_id,predictor_week,target_week,outcome,full_model_probability,no_climate_probability,prediction_state
Colombia,COL.1.3_2,1.0,2022-03-27,,1,0.5212959914612725,0.4664140322361939,raw
Colombia,COL.1.3_2,1.0,2022-04-03,,1,0.3327623758493183,0.310701827069134,raw
Colombia,COL.1.5_2,1.0,2020-01-05,,1,0.5418985184490374,0.4618518792803038,raw
Colombia,COL.1.5_2,1.0,2020-01-12,,1,0.4798252655755262,0.3916236263801357,raw
Colombia,COL.1.5_2,1.0,2020-01-19,,0,0.4700624899349319,0.3882575775827168,raw
Colombia,COL.1.5_2,1.0,2020-01-26,,1,0.4134873621435213,0.3449910950464354,raw
Colombia,COL.1.5_2,1.0,2020-02-02,,0,0.495482389626632,0.4161773914242964,raw
Colombia,COL.1.5_2,1.0,2020-02-09,,0,0.5220891263563519,0.461089946871132,raw
Colombia,COL.1.5_2,1.0,2020-02-16,,0,0.4589347929168123,0.3948343990083107,raw
Colombia,COL.1.5_2,1.0,2020-02-23,,0,0.4793087256753588,0.4138125581201456,raw
Colombia,COL.1.5_2,1.0,2020-03-01,,0,0.3964026051494626,0.3224898916670672,raw
Colombia,COL.1.5_2,1.0,2020-03-08,,0,0.4146114182779479,0.3677001183282428,raw
Colombia,COL.1.5_2,1.0,2020-03-22,,0,0.3241295301457388,0.2910380987756157,raw
Colombia,COL.1.5_2,1.0,2020-03-29,,0,0.329218975418878,0.3043373026896494,raw
Colombia,COL.1.5_2,1.0,2020-04-05,,0,0.3214697311841146,0.2998464243118464,raw
Colombia,COL.1.5_2,1.0,2020-10-18,,0,0.2001212024092052,0.2045893540884865,raw
Colombia,COL.1.5_2,1.0,2020-10-25,,0,0.1847444196377229,0.1828959264012906,raw
Colombia,COL.1.5_2,1.0,2020-11-01,,0,0.3001790312691044,0.2938196555771692,raw
Colombia,COL.1.5_2,1.0,2020-11-08,,0,0.2756039837506918,0.2605055579020465,raw
Colombia,COL.1.5_2,1.0,2020-11-15,,0,0.2002564062530678,0.1854701848262178,raw
Colombia,COL.1.5_2,1.0,2020-11-22,,0,0.2197592938721451,0.1996919846054608,raw
Colombia,COL.1.5_2,1.0,2020-11-29,,0,0.3060409515554638,0.260984693107845,raw
Colombia,COL.1.5_2,1.0,2020-12-06,,0,0.3080931879409862,0.2524035682591525,raw
Colombia,COL.1.5_2,1.0,2020-12-13,,0,0.3102624524517118,0.2541521194656372,raw
Colombia,COL.1.5_2,1.0,2020-12-20,,0,0.3429931281362289,0.2801559502055609,raw
Colombia,COL.1.5_2,1.0,2020-12-27,,0,0.2705734406567663,0.2137611956405413,raw
Colombia,COL.1.5_2,1.0,2021-01-03,,0,0.4007002573867518,0.3196842961153163,raw
Colombia,COL.1.5_2,1.0,2021-01-10,,0,0.3274328065225863,0.2607946541051417,raw
Colombia,COL.1.5_2,1.0,2021-01-17,,0,0.2382942985018704,0.178488717608946,raw
Colombia,COL.1.5_2,1.0,2021-01-24,,0,0.2309475037294468,0.1763594089219651,raw
Colombia,COL.1.5_2,1.0,2021-01-31,,1,0.3290285270167316,0.2517130622305883,raw
Colombia,COL.1.5_2,1.0,2021-02-07,,0,0.3278285592157972,0.2692054188207206,raw
Colombia,COL.1.5_2,1.0,2021-02-14,,0,0.33441349622502,0.2831640370652437,raw
Colombia,COL.1.5_2,1.0,2021-02-21,,0,0.3676305293386137,0.3101022924143772,raw
Colombia,COL.1.5_2,1.0,2021-02-28,,1,0.4831833121812829,0.4272583942454904,raw
Colombia,COL.1.5_2,1.0,2021-03-07,,0,0.5588577424794279,0.4933564060422793,raw
Colombia,COL.1.5_2,1.0,2021-03-14,,0,0.4758155778231549,0.4259801376772054,raw
Colombia,COL.1.5_2,1.0,2021-03-21,,0,0.4615260468809706,0.4173813911895403,raw
Colombia,COL.1.5_2,1.0,2021-03-28,,1,0.4733348167907108,0.4287207086639941,raw
Colombia,COL.1.5_2,1.0,2021-04-04,,1,0.4388171041207773,0.4042875311796202,raw
Colombia,COL.1.5_2,1.0,2021-04-11,,0,0.3675062987590906,0.3474803738278983,raw
Colombia,COL.1.5_2,1.0,2021-04-18,,0,0.3446402948211049,0.3394180104456933,raw
Colombia,COL.1.5_2,1.0,2021-04-25,,1,0.3810146951234174,0.3725850708205381,raw
Colombia,COL.1.5_2,1.0,2021-05-02,,0,0.4505245390622318,0.4506990390279737,raw
Colombia,COL.1.5_2,1.0,2021-05-09,,0,0.468315710492434,0.4648895413051145,raw
Colombia,COL.1.5_2,1.0,2021-05-16,,0,0.3240791245122711,0.323111157554526,raw
Colombia,COL.1.5_2,1.0,2021-05-23,,0,0.3292132197749738,0.3554770811756977,raw
Colombia,COL.1.5_2,1.0,2021-05-30,,0,0.2930356448197748,0.2997510854602673,raw
Colombia,COL.1.5_2,1.0,2021-06-06,,0,0.1769612625401417,0.1846362942804018,raw
Colombia,COL.1.5_2,1.0,2021-06-13,,0,0.3093107968532679,0.3111283797703142,raw
Colombia,COL.1.5_2,1.0,2021-06-20,,0,0.2613711192515212,0.2755370290981878,raw
Colombia,COL.1.5_2,1.0,2021-06-27,,0,0.281889209961439,0.2651663679847089,raw
Colombia,COL.1.5_2,1.0,2021-07-04,,0,0.3867041030959539,0.3744660397065459,raw
Colombia,COL.1.5_2,1.0,2021-07-11,,1,0.3318218459274829,0.3114841204875492,raw
Colombia,COL.1.5_2,1.0,2021-07-18,,0,0.2728403339763406,0.2522776703545406,raw
Colombia,COL.1.5_2,1.0,2021-07-25,,0,0.2123868980863289,0.2059028979230542,raw
Colombia,COL.1.5_2,1.0,2021-08-01,,0,0.188960257703052,0.1983801991621908,raw
Colombia,COL.1.5_2,1.0,2021-08-08,,0,0.2635453432882471,0.2937095477291025,raw
Colombia,COL.1.5_2,1.0,2021-08-15,,0,0.2457418763145677,0.2684605993473598,raw
Colombia,COL.1.5_2,1.0,2021-08-22,,0,0.2384536683586504,0.2782977257182438,raw
Colombia,COL.1.5_2,1.0,2021-08-29,,0,0.2482516108897301,0.2664581697195866,raw
Colombia,COL.1.5_2,1.0,2021-09-05,,0,0.1907704857140595,0.2026466073007622,raw
Colombia,COL.1.5_2,1.0,2021-09-12,,0,0.2270357988255716,0.2342912018346781,raw
Colombia,COL.1.5_2,1.0,2021-09-19,,0,0.2337383599440094,0.2430565544215427,raw
Colombia,COL.1.5_2,1.0,2021-09-26,,0,0.243719786570066,0.2479061006497418,raw
Colombia,COL.1.5_2,1.0,2021-10-03,,0,0.2962676702923066,0.300805087551186,raw
Colombia,COL.1.5_2,1.0,2021-10-10,,1,0.2506402846038512,0.2643396934031579,raw
Colombia,COL.1.5_2,1.0,2021-10-17,,0,0.2960526903624232,0.2863573149979493,raw
Colombia,COL.1.5_2,1.0,2021-10-24,,1,0.3032604608188009,0.302929747165218,raw
Colombia,COL.1.5_2,1.0,2021-10-31,,1,0.2933813714211952,0.2805824382323135,raw
Colombia,COL.1.5_2,1.0,2021-11-07,,1,0.390221655439782,0.3753982828616141,raw
Colombia,COL.1.5_2,1.0,2021-11-14,,1,0.3735867321531188,0.3472983034094611,raw
Colombia,COL.1.5_2,1.0,2021-11-21,,1,0.4107815896991416,0.3827390659340625,raw
Colombia,COL.1.5_2,1.0,2021-11-28,,0,0.5143649611241723,0.4719774210250142,raw
Colombia,COL.1.5_2,1.0,2021-12-05,,0,0.5329692589966857,0.4676460815629889,raw
Colombia,COL.1.5_2,1.0,2021-12-12,,1,0.517555439640396,0.4616916281971914,raw
Colombia,COL.1.5_2,1.0,2021-12-19,,1,0.4749493922476535,0.416043901410969,raw
Colombia,COL.1.5_2,1.0,2021-12-26,,1,0.3713821821807168,0.3068965844605645,raw
Colombia,COL.1.5_2,1.0,2022-01-02,,1,0.3853085593084124,0.3155928330267017,raw
Colombia,COL.1.5_2,1.0,2022-01-09,,1,0.4358457610101203,0.3704168683571906,raw
Colombia,COL.1.5_2,1.0,2022-01-16,,0,0.476349481454106,0.3866819273629148,raw
Colombia,COL.1.5_2,1.0,2022-01-23,,1,0.5488872941749219,0.4681846527848862,raw
Colombia,COL.1.5_2,1.0,2022-01-30,,1,0.5640124593752295,0.4820181209790123,raw
Colombia,COL.1.5_2,1.0,2022-02-06,,1,0.5457531242083691,0.4455946790559192,raw
Colombia,COL.1.5_2,1.0,2022-02-13,,1,0.5177675086509238,0.4110828102497158,raw
Colombia,COL.1.5_2,1.0,2022-02-20,,0,0.5004641643740002,0.3943166880946364,raw
Colombia,COL.1.5_2,1.0,2022-02-27,,1,0.5467499016527946,0.4393725951731436,raw
Colombia,COL.1.5_2,1.0,2022-03-06,,0,0.5374461559588336,0.4421791591479995,raw
Colombia,COL.1.5_2,1.0,2022-03-13,,0,0.5576073916138983,0.4815681650154178,raw
Colombia,COL.1.5_2,1.0,2022-03-20,,1,0.4669016150438086,0.3930035771972862,raw
Colombia,COL.1.5_2,1.0,2022-03-27,,0,0.4684974371732194,0.401664041134991,raw
Colombia,COL.1.5_2,1.0,2022-04-03,,0,0.4032170398385677,0.3745001475992588,raw
Colombia,COL.1.5_2,1.0,2022-04-10,,1,0.3382011397477642,0.3215123573926597,raw
Colombia,COL.1.5_2,1.0,2022-04-17,,0,0.4304328921358626,0.4213133090630247,raw
Colombia,COL.1.5_2,1.0,2022-04-24,,1,0.37900808801643,0.3865116608738451,raw
Colombia,COL.1.5_2,1.0,2022-05-01,,0,0.3907886152527491,0.4073210105527998,raw
Colombia,COL.1.5_2,1.0,2022-05-08,,1,0.4142528750295378,0.4440692437368581,raw
Colombia,COL.1.5_2,1.0,2022-05-15,,0,0.323036047882277,0.3288843534909125,raw
Colombia,COL.1.5_2,1.0,2022-05-22,,0,0.4254962496131696,0.4427795681103672,raw
Colombia,COL.1.5_2,1.0,2022-05-29,,0,0.2406261527726365,0.2291892354729641,raw
Colombia,COL.1.5_2,1.0,2022-06-05,,0,0.3528082524481409,0.334163894885622,raw
Colombia,COL.1.5_2,1.0,2022-06-12,,0,0.3607739847488362,0.3585706090080008,raw
Colombia,COL.1.5_2,1.0,2022-06-19,,0,0.2894751728821135,0.282910810561851,raw
Colombia,COL.1.5_2,1.0,2022-06-26,,0,0.2602331061922754,0.2790664554692202,raw
Colombia,COL.1.5_2,1.0,2022-07-03,,0,0.2064596270842293,0.2050251009467375,raw
Colombia,COL.1.5_2,1.0,2022-07-10,,0,0.2204670212429006,0.2324094367848842,raw
Colombia,COL.1.5_2,1.0,2022-07-17,,0,0.2685880596837818,0.2662832224298578,raw
Colombia,COL.1.5_2,1.0,2022-07-24,,0,0.3257978099915695,0.3327405795858604,raw
Colombia,COL.1.5_2,1.0,2022-07-31,,0,0.2473576857142759,0.2436176954072147,raw
Colombia,COL.1.5_2,1.0,2022-08-21,,0,0.2045523528318852,0.1875924916791309,raw
Colombia,COL.1.5_2,1.0,2022-08-28,,0,0.2095636780909869,0.2159914624469512,raw
Colombia,COL.1.5_2,1.0,2022-10-16,,1,0.3089260638802473,0.3372487384878105,raw
Colombia,COL.1.5_2,1.0,2022-10-23,,1,0.4789686528054649,0.4755239684470184,raw
Colombia,COL.1.5_2,1.0,2022-10-30,,1,0.5333926530110145,0.5041319611181383,raw
Colombia,COL.1.5_2,1.0,2022-11-06,,1,0.5423198448781772,0.528048436076936,raw
Colombia,COL.1.5_2,1.0,2022-11-13,,1,0.4727251862183243,0.4227920304238762,raw
Colombia,COL.1.5_2,1.0,2022-11-20,,1,0.4164871605817285,0.339128448582411,raw
Colombia,COL.1.5_2,1.0,2022-11-27,,1,0.4498081970665709,0.3914792081848983,raw
Colombia,COL.1.9_2,1.0,2022-05-08,,1,0.2165519692384325,0.2316990510812949,raw
Colombia,COL.1.9_2,1.0,2022-06-12,,1,0.2994267291495242,0.2957164554888831,raw
Colombia,COL.1.9_2,1.0,2022-06-26,,1,0.1530212960703932,0.1631315686057587,raw
Colombia,COL.1.9_2,1.0,2022-07-03,,1,0.214074876925109,0.2157618207916879,raw
Colombia,COL.1.9_2,1.0,2022-07-10,,0,0.1810587650547907,0.1897765458158755,raw
Colombia,COL.1.9_2,1.0,2022-07-17,,0,0.2767111423823214,0.2789606629523862,raw
Colombia,COL.1.9_2,1.0,2022-07-24,,1,0.3097069676773573,0.3152020450064591,raw
Colombia,COL.1.9_2,1.0,2022-07-31,,1,0.262985796468272,0.2578357974526103,raw
Colombia,COL.1.9_2,1.0,2022-08-21,,1,0.1740459753663073,0.1633795616781707,raw
Colombia,COL.1.9_2,1.0,2022-08-28,,0,0.2517719301474505,0.2592736044262785,raw
Colombia,COL.10.10_2,10.0,2021-05-16,,0,0.1587764211803005,0.1452302608122729,raw
Colombia,COL.10.10_2,10.0,2021-05-23,,0,0.1400116903180182,0.1311455335117179,raw
Colombia,COL.10.10_2,10.0,2021-06-20,,0,0.1575281927651384,0.1573312611984921,raw
Colombia,COL.10.10_2,10.0,2022-08-28,,0,0.1478441523406361,0.1441113878347227,raw
Colombia,COL.10.10_2,10.0,2022-09-04,,0,0.1429388371507491,0.1348921464527981,raw
Colombia,COL.10.11_2,10.0,2022-03-20,,0,0.1436426032851519,0.2102596230053638,raw
Colombia,COL.10.12_2,10.0,2022-05-08,,0,0.2776520973066486,0.2357065246637428,raw
Colombia,COL.10.12_2,10.0,2022-05-15,,0,0.3788304234001967,0.3207311580209664,raw
Colombia,COL.10.12_2,10.0,2022-06-12,,0,0.128772387480513,0.1228790722040839,raw
Colombia,COL.10.12_2,10.0,2022-07-24,,0,0.1970231027309312,0.1889529984997629,raw
Colombia,COL.10.14_2,10.0,2022-01-02,,0,0.2246963904123142,0.2513305265926888,raw
Colombia,COL.10.14_2,10.0,2022-01-09,,0,0.2031072056898701,0.2156768571324272,raw
Colombia,COL.10.14_2,10.0,2022-01-16,,0,0.150922419947194,0.1598000576645657,raw
Colombia,COL.10.14_2,10.0,2022-01-23,,0,0.1457162713316965,0.1417643685866393,raw
Colombia,COL.10.14_2,10.0,2022-01-30,,1,0.1689922460642118,0.162531122014263,raw
Colombia,COL.10.14_2,10.0,2022-02-06,,0,0.1678895990379867,0.1526464422723357,raw
Colombia,COL.10.14_2,10.0,2022-02-13,,0,0.1735444205352796,0.1475751325261314,raw
Colombia,COL.10.14_2,10.0,2022-02-20,,1,0.2116461307972322,0.1963725328009131,raw
Colombia,COL.10.14_2,10.0,2022-02-27,,1,0.3250357071542504,0.293843223558457,raw
Colombia,COL.10.14_2,10.0,2022-03-06,,1,0.2991160888220847,0.2715986913240008,raw
Colombia,COL.10.14_2,10.0,2022-03-13,,1,0.2792844810216652,0.2491445956467035,raw
Colombia,COL.10.14_2,10.0,2022-03-20,,1,0.2902293716088489,0.2731516953843982,raw
Colombia,COL.10.14_2,10.0,2022-03-27,,0,0.3047171765648885,0.2767877672218502,raw
Colombia,COL.10.14_2,10.0,2022-04-03,,1,0.3704983356803183,0.3261419847579982,raw
Colombia,COL.10.14_2,10.0,2022-04-10,,0,0.3372956273801415,0.2907792512722566,raw
Colombia,COL.10.14_2,10.0,2022-04-17,,1,0.3328987161492573,0.2716737284383266,raw
Colombia,COL.10.14_2,10.0,2022-04-24,,1,0.2541395113247501,0.2098164534081385,raw
Colombia,COL.10.14_2,10.0,2022-05-01,,0,0.2987487158645607,0.2255019150678018,raw
Colombia,COL.10.14_2,10.0,2022-05-08,,0,0.2264605435465209,0.1686364713949676,raw
Colombia,COL.10.14_2,10.0,2022-05-15,,0,0.2918569111795817,0.2159518370941901,raw
Colombia,COL.10.14_2,10.0,2022-05-22,,0,0.3552811808643652,0.2889111083736459,raw
Colombia,COL.10.14_2,10.0,2022-05-29,,0,0.2023562530482279,0.1757089820275798,raw
Colombia,COL.10.14_2,10.0,2022-06-05,,0,0.1884340059030613,0.1591455341666708,raw
Colombia,COL.10.14_2,10.0,2022-06-19,,1,0.1271004696140704,0.1023197007321071,raw
Colombia,COL.10.15_2,10.0,2020-01-05,,1,0.110483107316587,0.1480164465754946,raw
Colombia,COL.10.16_2,10.0,2020-01-05,,0,0.2283872702457987,0.2437482568138401,raw
Colombia,COL.10.16_2,10.0,2020-01-12,,1,0.2141640119851739,0.2163386494843532,raw
Colombia,COL.10.16_2,10.0,2020-01-19,,1,0.3041181439415744,0.2796042566853112,raw
Colombia,COL.10.16_2,10.0,2020-01-26,,1,0.2330208150932674,0.225189415699034,raw
Colombia,COL.10.16_2,10.0,2020-02-02,,1,0.2181930278754895,0.223008997784565,raw
Colombia,COL.10.16_2,10.0,2020-02-09,,1,0.2598411594168264,0.2839926975587503,raw
Colombia,COL.10.16_2,10.0,2020-02-16,,1,0.338420506591902,0.3576848520861989,raw
Colombia,COL.10.16_2,10.0,2020-02-23,,0,0.4082358916399421,0.4271483055760988,raw
Colombia,COL.10.16_2,10.0,2020-03-01,,0,0.4505253196694653,0.5031714552684939,raw
Colombia,COL.10.16_2,10.0,2020-03-08,,1,0.3640195198020715,0.382377883326189,raw
Colombia,COL.10.16_2,10.0,2020-03-15,,0,0.3638401125028819,0.3446089696752261,raw
Colombia,COL.10.16_2,10.0,2020-03-22,,1,0.297103147291671,0.2769261234565937,raw
Colombia,COL.10.16_2,10.0,2020-03-29,,0,0.174543579676801,0.1499258206599187,raw
Colombia,COL.10.16_2,10.0,2020-04-05,,1,0.3685564298434476,0.2889871495611222,raw
Colombia,COL.10.16_2,10.0,2020-04-12,,0,0.2390212182657915,0.1745044904691598,raw
Colombia,COL.10.16_2,10.0,2020-04-19,,0,0.3703698456812276,0.284977951233675,raw
Colombia,COL.10.16_2,10.0,2020-04-26,,0,0.4229495630184873,0.3295773839683046,raw
Colombia,COL.10.16_2,10.0,2020-05-03,,0,0.4154098460994212,0.3174809263295607,raw
Colombia,COL.10.16_2,10.0,2020-05-10,,0,0.3580102106254081,0.2850990982231189,raw
Colombia,COL.10.16_2,10.0,2020-05-17,,1,0.2650209608545667,0.2032911228826513,raw
Colombia,COL.10.16_2,10.0,2020-05-24,,0,0.1874093477141891,0.1457028936899415,raw
Colombia,COL.10.16_2,10.0,2020-05-31,,0,0.2077507459537478,0.1715208822409385,raw
Colombia,COL.10.16_2,10.0,2020-06-07,,0,0.2640702466640318,0.2189872235311673,raw
Colombia,COL.10.16_2,10.0,2020-06-14,,0,0.2923847142969411,0.2473180108455831,raw
Colombia,COL.10.16_2,10.0,2020-06-21,,0,0.3211667200111713,0.2723440839909667,raw
Colombia,COL.10.16_2,10.0,2020-06-28,,0,0.2383140204017287,0.1948832428932982,raw
Colombia,COL.10.16_2,10.0,2020-07-05,,0,0.2053176548017752,0.1626039463155861,raw
Colombia,COL.10.16_2,10.0,2020-07-12,,0,0.1894290268801085,0.1539960354567987,raw
Colombia,COL.10.16_2,10.0,2020-07-19,,0,0.1669898629046078,0.1418961304267929,raw
Colombia,COL.10.16_2,10.0,2020-07-26,,0,0.1953329520908683,0.1649188936929576,raw
Colombia,COL.10.16_2,10.0,2020-08-09,,0,0.1117001046661411,0.1139921098101192,raw
Colombia,COL.10.16_2,10.0,2020-08-23,,0,0.1266119058289592,0.1223766736854406,raw
Colombia,COL.10.16_2,10.0,2020-10-04,,0,0.1332074366401473,0.140359907929412,raw
Colombia,COL.10.16_2,10.0,2020-10-18,,0,0.1253980584907622,0.1312958137945566,raw
Colombia,COL.10.16_2,10.0,2021-05-16,,0,0.2094198041974231,0.2020389150579881,raw
Colombia,COL.10.16_2,10.0,2022-01-09,,1,0.1719704506018563,0.1756457393402489,raw
Colombia,COL.10.16_2,10.0,2022-01-23,,1,0.2914317011876463,0.2783106827045569,raw
Colombia,COL.10.16_2,10.0,2022-01-30,,1,0.2575856892862419,0.2397748811452812,raw
Colombia,COL.10.16_2,10.0,2022-02-06,,0,0.3281264071206196,0.2852509825007627,raw
Colombia,COL.10.16_2,10.0,2022-02-13,,0,0.239309783270174,0.2061437957070765,raw
Colombia,COL.10.16_2,10.0,2022-02-20,,1,0.2721846420055167,0.2431792305879383,raw
Colombia,COL.10.16_2,10.0,2022-02-27,,0,0.3590198996629481,0.321736886416858,raw
Colombia,COL.10.16_2,10.0,2022-03-06,,0,0.3083900119561428,0.280886685008039,raw
Colombia,COL.10.16_2,10.0,2022-03-13,,0,0.3051219111464265,0.2721515700398104,raw
Colombia,COL.10.16_2,10.0,2022-03-20,,1,0.2627560610208211,0.2583755812396039,raw
Colombia,COL.10.16_2,10.0,2022-03-27,,1,0.2586385275158707,0.2470179029877152,raw
Colombia,COL.10.16_2,10.0,2022-04-03,,0,0.3040616653417523,0.2772011456213141,raw
Colombia,COL.10.16_2,10.0,2022-04-10,,1,0.2867233563962152,0.2482674264373481,raw
Colombia,COL.10.16_2,10.0,2022-04-17,,1,0.3773340072557771,0.3192323296968361,raw
Colombia,COL.10.16_2,10.0,2022-04-24,,1,0.4977494817795759,0.451084259878724,raw
Colombia,COL.10.16_2,10.0,2022-05-01,,1,0.3912979398335821,0.3132841688109072,raw
Colombia,COL.10.16_2,10.0,2022-05-08,,1,0.4607827504939298,0.3891639645375482,raw
Colombia,COL.10.16_2,10.0,2022-05-15,,0,0.378034452935481,0.2988786730810304,raw
Colombia,COL.10.16_2,10.0,2022-05-22,,0,0.3990801620949845,0.3430638732785021,raw
Colombia,COL.10.16_2,10.0,2022-05-29,,1,0.416823118073079,0.3976736321419425,raw
Colombia,COL.10.16_2,10.0,2022-06-05,,0,0.4275445259240936,0.3920498765898054,raw
Colombia,COL.10.16_2,10.0,2022-06-12,,0,0.3086239182982654,0.2794105005704829,raw
Colombia,COL.10.16_2,10.0,2022-06-26,,0,0.2280749066152248,0.2008781199806343,raw
Colombia,COL.10.16_2,10.0,2022-07-03,,0,0.1813602725295158,0.1541426382464122,raw
Colombia,COL.10.16_2,10.0,2022-07-10,,0,0.216729747204316,0.2020852884046691,raw
Colombia,COL.10.16_2,10.0,2022-08-07,,0,0.124680856233189,0.114516885632714,raw
Colombia,COL.10.16_2,10.0,2022-08-21,,0,0.1434097382855481,0.141343254143134,raw
Colombia,COL.10.16_2,10.0,2022-09-18,,0,0.1366022477703542,0.145258434919082,raw
Colombia,COL.10.17_2,10.0,2020-07-12,,0,0.1752315800656,0.1317490839945276,raw
Colombia,COL.10.17_2,10.0,2022-05-01,,1,0.3072219290768784,0.2405014893442248,raw
Colombia,COL.10.17_2,10.0,2022-05-08,,1,0.3796181376463122,0.3079434756427333,raw
Colombia,COL.10.17_2,10.0,2022-05-15,,1,0.3493044640307104,0.263470516970589,raw
Colombia,COL.10.17_2,10.0,2022-05-22,,0,0.3828769661330384,0.3127206768465075,raw
Colombia,COL.10.17_2,10.0,2022-05-29,,1,0.3452962847612842,0.3103970669654894,raw
Colombia,COL.10.17_2,10.0,2022-06-05,,0,0.2907508438869891,0.2445911887181109,raw
Colombia,COL.10.17_2,10.0,2022-06-12,,1,0.2783888105106079,0.2373851190774967,raw
Colombia,COL.10.17_2,10.0,2022-06-19,,0,0.1717153075989101,0.1377031527351076,raw
Colombia,COL.10.17_2,10.0,2022-06-26,,0,0.1871650076077789,0.1549874842350414,raw
Colombia,COL.10.17_2,10.0,2022-07-10,,0,0.1850704801838534,0.1642885186783876,raw
Colombia,COL.10.17_2,10.0,2022-07-17,,0,0.1692930328654056,0.1458450801588506,raw
Colombia,COL.10.18_2,10.0,2020-01-26,,0,0.275464774934795,0.2624549646150383,raw
Colombia,COL.10.18_2,10.0,2020-02-02,,0,0.2346760909148214,0.2303991695793552,raw
Colombia,COL.10.18_2,10.0,2020-02-09,,1,0.2574370731475524,0.2687528584879012,raw
Colombia,COL.10.18_2,10.0,2020-02-16,,1,0.2917603055927685,0.3077767950538876,raw
Colombia,COL.10.18_2,10.0,2020-02-23,,0,0.2665856107819147,0.2719899650096823,raw
Colombia,COL.10.18_2,10.0,2020-03-08,,0,0.3462881194886122,0.3542610007053641,raw
Colombia,COL.10.18_2,10.0,2020-03-15,,0,0.3937886902828152,0.3590035720722545,raw
Colombia,COL.10.18_2,10.0,2020-03-22,,0,0.2946603140731013,0.2670287852319009,raw
Colombia,COL.10.18_2,10.0,2020-04-19,,0,0.2291115379655841,0.1612630254279828,raw
Colombia,COL.10.18_2,10.0,2020-07-26,,0,0.1743099199697439,0.138690943721591,raw
Colombia,COL.10.18_2,10.0,2020-08-09,,0,0.1089288097713954,0.1084631233304734,raw
Colombia,COL.10.18_2,10.0,2020-08-23,,0,0.1600890792471578,0.1525808382492705,raw
Colombia,COL.10.18_2,10.0,2020-08-30,,0,0.1865713598015196,0.1972496827552358,raw
Colombia,COL.10.18_2,10.0,2020-09-06,,0,0.14096380448458,0.1497312581708965,raw
Colombia,COL.10.18_2,10.0,2020-10-04,,0,0.1481800289018463,0.1498107072851396,raw
Colombia,COL.10.18_2,10.0,2020-10-25,,0,0.1682691447093002,0.1719268964108157,raw
Colombia,COL.10.18_2,10.0,2020-11-01,,0,0.2126978335705416,0.1911051389949965,raw
Colombia,COL.10.18_2,10.0,2022-04-03,,0,0.1798327390105517,0.148292301879739,raw
Colombia,COL.10.18_2,10.0,2022-04-17,,0,0.4459183198570819,0.3688576585907968,raw
Colombia,COL.10.18_2,10.0,2022-04-24,,1,0.3479790489680934,0.2907674602129237,raw
Colombia,COL.10.18_2,10.0,2022-05-01,,1,0.3996741742887186,0.311809331262352,raw
Colombia,COL.10.18_2,10.0,2022-05-08,,1,0.4016499215114074,0.3150921075532094,raw
Colombia,COL.10.18_2,10.0,2022-05-15,,1,0.3439318969226441,0.2559607435374043,raw
Colombia,COL.10.18_2,10.0,2022-05-22,,1,0.5020670439940805,0.4359376518613158,raw
Colombia,COL.10.18_2,10.0,2022-05-29,,0,0.4723018452655647,0.4380875487603014,raw
Colombia,COL.10.18_2,10.0,2022-06-05,,1,0.4402913923101827,0.3873238818165402,raw
Colombia,COL.10.18_2,10.0,2022-06-12,,1,0.4721600581167901,0.4306310762354364,raw
Colombia,COL.10.18_2,10.0,2022-06-19,,1,0.41669714340597,0.3660808338873283,raw
Colombia,COL.10.18_2,10.0,2022-06-26,,0,0.3041062862488863,0.2598998001674659,raw
Colombia,COL.10.18_2,10.0,2022-07-03,,0,0.3027631574512496,0.2576819894060184,raw
Colombia,COL.10.18_2,10.0,2022-07-10,,1,0.2832464930077141,0.257370510278623,raw
Colombia,COL.10.18_2,10.0,2022-07-17,,1,0.2871885351208124,0.2438371349795381,raw
Colombia,COL.10.18_2,10.0,2022-07-24,,0,0.2669947863149651,0.2255704510920118,raw
Colombia,COL.10.18_2,10.0,2022-07-31,,1,0.1688687457695925,0.1436552099237026,raw
Colombia,COL.10.18_2,10.0,2022-08-07,,0,0.2002685877236281,0.1787036964105962,raw
Colombia,COL.10.18_2,10.0,2022-08-14,,0,0.2417673566764315,0.2296130120375354,raw
Colombia,COL.10.18_2,10.0,2022-08-21,,1,0.2584064508378725,0.2450234846327865,raw
Colombia,COL.10.18_2,10.0,2022-08-28,,1,0.3180333437125715,0.3124441210432362,raw
Colombia,COL.10.18_2,10.0,2022-09-04,,1,0.2521948826593936,0.2345312659984242,raw
Colombia,COL.10.18_2,10.0,2022-09-11,,1,0.2346418693423142,0.2191903711433764,raw
Colombia,COL.10.18_2,10.0,2022-09-18,,1,0.2434729354814207,0.2460264042845464,raw
Colombia,COL.10.18_2,10.0,2022-09-25,,1,0.2784179785015548,0.2771524462384534,raw
Colombia,COL.10.18_2,10.0,2022-10-02,,1,0.349958801527821,0.3412624010498154,raw
Colombia,COL.10.18_2,10.0,2022-10-09,,1,0.3925118768493311,0.3830079486326178,raw
Colombia,COL.10.18_2,10.0,2022-10-16,,1,0.393608087458875,0.3893256885053772,raw
Colombia,COL.10.18_2,10.0,2022-10-23,,1,0.3209882404244798,0.3070714409380579,raw
Colombia,COL.10.18_2,10.0,2022-10-30,,0,0.3567178754815978,0.3053369394826369,raw
